[34m[1mwandb[0m: Detected [huggingface_hub.inference] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
  0%|                                                                                          | 0/625 [00:00<?, ?it/s]Could not estimate the number of tokens of the input, floating-point operations will not be computed
                                                                                                                       
{'loss': 0.6931, 'grad_norm': 13.84941291809082, 'learning_rate': 5e-06, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -1056.15673828125, 'logps/rejected': -1480.4925537109375, 'logits/chosen': -2.5776219367980957, 'logits/rejected': -2.7055633068084717, 'epoch': 0.0}
{'loss': 0.6931, 'grad_norm': 45.007198333740234, 'learning_rate': 4.992e-06, 'rewards/chosen': 0.001083088107407093, 'rewards/rejected': -0.0004821792244911194, 'rewards/accuracies': 0.375, 'rewards/margins': 0.0015652645379304886, 'logps/chosen': -941.6472778320312, 'logps/rejected': -2749.870361328125, 'logits/chosen': -2.6598477363586426, 'logits/rejected': -2.638962507247925, 'epoch': 0.0}
{'loss': 0.6909, 'grad_norm': 15.915088653564453, 'learning_rate': 4.984000000000001e-06, 'rewards/chosen': -0.008969164453446865, 'rewards/rejected': -0.013588333502411842, 'rewards/accuracies': 0.5625, 'rewards/margins': 0.00461916858330369, 'logps/chosen': -942.9486694335938, 'logps/rejected': -1709.282470703125, 'logits/chosen': -2.5835680961608887, 'logits/rejected': -2.6005897521972656, 'epoch': 0.0}
{'loss': 0.6841, 'grad_norm': 18.279870986938477, 'learning_rate': 4.976e-06, 'rewards/chosen': 0.01044774055480957, 'rewards/rejected': -0.008036518469452858, 'rewards/accuracies': 0.6875, 'rewards/margins': 0.01848425902426243, 'logps/chosen': -1005.6978759765625, 'logps/rejected': -2042.3685302734375, 'logits/chosen': -2.560264825820923, 'logits/rejected': -2.6732285022735596, 'epoch': 0.01}
{'loss': 0.6782, 'grad_norm': 19.964435577392578, 'learning_rate': 4.9680000000000005e-06, 'rewards/chosen': -0.001501727499999106, 'rewards/rejected': -0.033246323466300964, 'rewards/accuracies': 0.625, 'rewards/margins': 0.03174459934234619, 'logps/chosen': -1344.29833984375, 'logps/rejected': -1537.8853759765625, 'logits/chosen': -2.5974249839782715, 'logits/rejected': -2.6631898880004883, 'epoch': 0.01}
{'loss': 0.6785, 'grad_norm': 16.028396606445312, 'learning_rate': 4.960000000000001e-06, 'rewards/chosen': 0.0006994251161813736, 'rewards/rejected': -0.029275130480527878, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.02997455559670925, 'logps/chosen': -1016.0684204101562, 'logps/rejected': -1872.759765625, 'logits/chosen': -2.712719440460205, 'logits/rejected': -2.740114212036133, 'epoch': 0.01}
{'loss': 0.6747, 'grad_norm': 19.929445266723633, 'learning_rate': 4.952e-06, 'rewards/chosen': 0.004850960336625576, 'rewards/rejected': -0.033045582473278046, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.0378965400159359, 'logps/chosen': -1366.33935546875, 'logps/rejected': -2275.148193359375, 'logits/chosen': -2.648043155670166, 'logits/rejected': -2.657698631286621, 'epoch': 0.01}
{'loss': 0.6677, 'grad_norm': 15.290864944458008, 'learning_rate': 4.9440000000000004e-06, 'rewards/chosen': 0.003956103231757879, 'rewards/rejected': -0.04808826744556427, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.05204436928033829, 'logps/chosen': -1177.310302734375, 'logps/rejected': -1798.749755859375, 'logits/chosen': -2.6867830753326416, 'logits/rejected': -2.7323524951934814, 'epoch': 0.01}
{'loss': 0.6574, 'grad_norm': 14.194281578063965, 'learning_rate': 4.936e-06, 'rewards/chosen': -0.01018662378191948, 'rewards/rejected': -0.0848972350358963, 'rewards/accuracies': 0.9375, 'rewards/margins': 0.07471061497926712, 'logps/chosen': -1229.772705078125, 'logps/rejected': -1825.2882080078125, 'logits/chosen': -2.6973958015441895, 'logits/rejected': -2.685187816619873, 'epoch': 0.01}
{'loss': 0.6606, 'grad_norm': 12.386669158935547, 'learning_rate': 4.928000000000001e-06, 'rewards/chosen': 0.00889575481414795, 'rewards/rejected': -0.05884266272187233, 'rewards/accuracies': 0.75, 'rewards/margins': 0.06773841381072998, 'logps/chosen': -1024.188232421875, 'logps/rejected': -1424.1258544921875, 'logits/chosen': -2.651186466217041, 'logits/rejected': -2.6357762813568115, 'epoch': 0.02}
{'loss': 0.6179, 'grad_norm': 14.19550895690918, 'learning_rate': 4.92e-06, 'rewards/chosen': 0.004241441376507282, 'rewards/rejected': -0.16259366273880005, 'rewards/accuracies': 1.0, 'rewards/margins': 0.16683509945869446, 'logps/chosen': -916.9689331054688, 'logps/rejected': -1582.185791015625, 'logits/chosen': -2.725515604019165, 'logits/rejected': -2.7078707218170166, 'epoch': 0.02}
{'loss': 0.6411, 'grad_norm': 13.468660354614258, 'learning_rate': 4.9120000000000006e-06, 'rewards/chosen': 0.0019723414443433285, 'rewards/rejected': -0.1079317107796669, 'rewards/accuracies': 0.875, 'rewards/margins': 0.10990405827760696, 'logps/chosen': -1057.786865234375, 'logps/rejected': -1482.583984375, 'logits/chosen': -2.6770591735839844, 'logits/rejected': -2.6983461380004883, 'epoch': 0.02}
{'loss': 0.6158, 'grad_norm': 15.013222694396973, 'learning_rate': 4.904000000000001e-06, 'rewards/chosen': 0.020715704187750816, 'rewards/rejected': -0.15012836456298828, 'rewards/accuracies': 1.0, 'rewards/margins': 0.17084407806396484, 'logps/chosen': -1218.3604736328125, 'logps/rejected': -1650.537109375, 'logits/chosen': -2.605250597000122, 'logits/rejected': -2.579044818878174, 'epoch': 0.02}
{'loss': 0.6406, 'grad_norm': 12.808388710021973, 'learning_rate': 4.896e-06, 'rewards/chosen': -0.02153639867901802, 'rewards/rejected': -0.13645325601100922, 'rewards/accuracies': 0.875, 'rewards/margins': 0.1149168461561203, 'logps/chosen': -1189.969482421875, 'logps/rejected': -1800.74853515625, 'logits/chosen': -2.5773825645446777, 'logits/rejected': -2.6381478309631348, 'epoch': 0.02}
{'loss': 0.5985, 'grad_norm': 13.93730354309082, 'learning_rate': 4.8880000000000005e-06, 'rewards/chosen': -0.004537200555205345, 'rewards/rejected': -0.21534880995750427, 'rewards/accuracies': 1.0, 'rewards/margins': 0.21081161499023438, 'logps/chosen': -870.569580078125, 'logps/rejected': -1465.5107421875, 'logits/chosen': -2.6666598320007324, 'logits/rejected': -2.6703221797943115, 'epoch': 0.02}
{'loss': 0.5878, 'grad_norm': 14.93856430053711, 'learning_rate': 4.880000000000001e-06, 'rewards/chosen': -0.0158251766115427, 'rewards/rejected': -0.2516559660434723, 'rewards/accuracies': 0.875, 'rewards/margins': 0.23583078384399414, 'logps/chosen': -1662.058349609375, 'logps/rejected': -1971.7041015625, 'logits/chosen': -2.6248462200164795, 'logits/rejected': -2.6551945209503174, 'epoch': 0.03}
{'loss': 0.6021, 'grad_norm': 14.816671371459961, 'learning_rate': 4.872000000000001e-06, 'rewards/chosen': -0.024558506906032562, 'rewards/rejected': -0.24237176775932312, 'rewards/accuracies': 0.9375, 'rewards/margins': 0.21781323850154877, 'logps/chosen': -948.5371704101562, 'logps/rejected': -1703.80029296875, 'logits/chosen': -2.4937472343444824, 'logits/rejected': -2.682842254638672, 'epoch': 0.03}
{'loss': 0.5676, 'grad_norm': 12.428322792053223, 'learning_rate': 4.864e-06, 'rewards/chosen': 0.03554432466626167, 'rewards/rejected': -0.26050710678100586, 'rewards/accuracies': 1.0, 'rewards/margins': 0.2960514426231384, 'logps/chosen': -778.6520385742188, 'logps/rejected': -1449.53076171875, 'logits/chosen': -2.6531989574432373, 'logits/rejected': -2.682439088821411, 'epoch': 0.03}
{'loss': 0.588, 'grad_norm': 12.391500473022461, 'learning_rate': 4.856e-06, 'rewards/chosen': 0.001973985228687525, 'rewards/rejected': -0.22791728377342224, 'rewards/accuracies': 1.0, 'rewards/margins': 0.22989128530025482, 'logps/chosen': -818.6551513671875, 'logps/rejected': -1620.040771484375, 'logits/chosen': -2.459970712661743, 'logits/rejected': -2.6780951023101807, 'epoch': 0.03}
{'loss': 0.5068, 'grad_norm': 13.238450050354004, 'learning_rate': 4.848000000000001e-06, 'rewards/chosen': 0.06150364875793457, 'rewards/rejected': -0.37461280822753906, 'rewards/accuracies': 1.0, 'rewards/margins': 0.436116486787796, 'logps/chosen': -1253.937255859375, 'logps/rejected': -1530.0140380859375, 'logits/chosen': -2.618525266647339, 'logits/rejected': -2.676117420196533, 'epoch': 0.03}
